Date,Open,High,Low,Close,Adj Close,Volume
2022-09-12,408.779999,411.730011,408.459991,410.970001,407.417847,69256300
2022-09-13,401.829987,403.100006,391.920013,393.100006,389.702301,122947100
2022-09-14,394.470001,396.200012,391.119995,394.600006,391.189331,85023700
2022-09-15,392.959991,395.959991,388.779999,390.119995,386.748077,87633800
2022-09-16,384.140015,386.250000,382.109985,385.559998,383.797607,103084800
2022-09-19,382.260010,388.549988,382.179993,388.549988,386.773926,73278500
2022-09-20,385.059998,386.119995,381.200012,384.089996,382.334320,77274900
2022-09-21,386.109985,389.309998,377.380005,377.390015,375.664948,106746600
2022-09-22,376.579987,378.299988,373.440002,374.220001,372.509430,89472600
2022-09-23,370.579987,370.619995,363.290009,367.950012,366.268097,122346900
2022-09-26,366.410004,370.209991,363.029999,364.309998,362.644714,92581200
2022-09-27,368.019989,370.399994,360.869995,363.380005,361.718994,108294100
2022-09-28,364.380005,372.299988,362.600006,370.529999,368.836304,110802200
2022-09-29,366.809998,367.109985,359.700012,362.790009,361.131683,112952300
2022-09-30,361.799988,365.910004,357.040009,357.179993,355.547302,153711200
2022-10-03,361.079987,368.549988,359.209991,366.609985,364.934204,89756500
2022-10-04,372.399994,378.000000,366.570007,377.970001,376.242279,103602800
2022-10-05,373.390015,379.459991,370.950012,377.089996,375.366302,88065700
2022-10-06,375.619995,378.720001,372.679993,373.200012,371.494110,82333500
2022-10-07,368.970001,373.290009,360.940002,362.790009,361.131683,107789500
2022-10-10,363.959991,364.209991,357.670013,360.019989,358.374329,76042800
2022-10-11,358.239990,363.029999,355.709991,357.739990,356.104767,92482800
2022-10-12,358.170013,359.820007,356.299988,356.559998,354.930145,76991800
2022-10-13,349.209991,367.510010,348.109985,365.970001,364.297150,147254500
2022-10-14,368.549988,370.260010,356.959991,357.630005,355.995270,123737000
2022-10-17,364.010010,367.980011,357.279999,366.820007,365.143280,93168200
2022-10-18,375.130005,375.450012,367.519989,371.130005,369.433563,97162900
2022-10-19,368.989990,371.850006,365.549988,368.500000,366.815582,79746900
2022-10-20,368.029999,372.670013,364.609985,365.410004,363.739716,88283100
2022-10-21,365.119995,374.799988,363.540009,374.290009,372.579132,131038400
2022-10-24,375.890015,380.059998,373.109985,378.869995,377.138184,85436900
2022-10-25,378.790009,385.250000,378.670013,384.920013,383.160522,78846300
2022-10-26,381.619995,387.579987,381.350006,382.019989,380.273773,104087300
2022-10-27,383.070007,385.000000,379.329987,379.980011,378.243103,81971800
2022-10-28,379.869995,389.519989,379.679993,389.019989,387.241760,100302000
2022-10-31,386.440002,388.399994,385.260010,386.209991,384.444611,96631300
2022-11-01,390.140015,390.390015,383.290009,384.519989,382.762329,85407600
2022-11-02,383.899994,388.630005,374.760010,374.869995,373.156464,126990400
2022-11-03,371.470001,374.200012,368.790009,371.010010,369.314117,87100100
2022-11-04,377.000000,378.869995,370.000000,376.350006,374.629700,103505200
2022-11-07,377.709991,380.570007,375.529999,379.950012,378.213257,68286900
2022-11-08,381.109985,385.119995,377.720001,382.000000,380.253876,84641100
2022-11-09,379.929993,381.140015,373.609985,374.130005,372.419861,78495500
2022-11-10,388.049988,395.040009,385.640015,394.690002,392.885864,141455800
2022-11-11,395.589996,399.350006,393.609985,398.510010,396.688416,93839900
2022-11-14,396.660004,400.179993,394.829987,395.119995,393.313904,71903500
2022-11-15,401.149994,402.309998,394.489990,398.489990,396.668488,93194500
2022-11-16,396.779999,397.779999,394.790009,395.450012,393.642395,68508500
2022-11-17,390.459991,394.950012,390.140015,394.239990,392.437897,74496300
2022-11-18,397.739990,397.809998,393.040009,396.029999,394.219727,92922500
2022-11-21,394.640015,395.820007,392.660004,394.589996,392.786316,51243200
2022-11-22,396.630005,400.070007,395.149994,399.899994,398.072052,60429000
2022-11-23,399.549988,402.929993,399.309998,402.420013,400.580536,68261600
2022-11-25,401.829987,402.910004,401.540009,402.329987,400.490936,30545400
2022-11-28,399.089996,400.809998,395.109985,395.910004,394.100281,67881600
2022-11-29,396.049988,397.299988,393.299988,395.230011,393.423401,52310000
2022-11-30,395.489990,407.679993,393.480011,407.679993,405.816467,144566700
2022-12-01,408.769989,410.000000,404.750000,407.380005,405.517853,76398200
2022-12-02,402.250000,407.859985,402.140015,406.910004,405.050018,85273900
2022-12-05,403.950012,404.929993,398.170013,399.589996,397.763458,77289800
2022-12-06,399.420013,399.989990,391.640015,393.829987,392.029785,77972200
2022-12-07,392.940002,395.640015,391.970001,393.160004,391.362854,65927900
2022-12-08,395.140015,397.359985,393.269989,396.239990,394.428772,60737900
2022-12-09,394.940002,397.619995,393.149994,393.279999,391.482300,81367500
2022-12-12,394.109985,398.950012,393.410004,398.950012,397.126404,75405800
2022-12-13,410.220001,410.489990,399.070007,401.970001,400.132599,123782500
2022-12-14,401.609985,405.500000,396.309998,399.399994,397.574341,108111300
2022-12-15,394.299988,395.250000,387.890015,389.630005,387.848999,117705900
2022-12-16,385.179993,386.579987,381.040009,383.269989,383.269989,119764500
2022-12-19,383.470001,383.820007,378.279999,380.019989,380.019989,79878100
2022-12-20,379.230011,382.230011,377.850006,380.540009,380.540009,74427200
2022-12-21,383.250000,387.410004,382.690002,386.230011,386.230011,78167400
2022-12-22,383.049988,386.209991,374.769989,380.720001,380.720001,100120900
2022-12-23,379.649994,383.059998,378.029999,382.910004,382.910004,59761100
2022-12-27,382.790009,383.149994,379.649994,381.399994,381.399994,51638200
2022-12-28,381.329987,383.390015,376.420013,376.660004,376.660004,70911500
